name,date_range,hyperlink,page_text
Oliver E. Williamson, 1932-,https://www.hetwebsite.net/het/profiles/williamson.htm," Pioneering ""New Institutionalist"" economist. Originating from Illinos, Oliver E. Williamson obtained his Ph.D. from Carnegie-Mellon under Herbert Simon and Ronald Coase in 1963.   He was successively professor at Pennsylvania from 1965, then Yale from 1983, and finally at University of California, Berkeley since 1988. Oliver E. Williamson won the Nobel Memorial prize in 2009  ""for his analysis of economic governance, especially the boundaries of the firm"".  He shared the prize with Elinor Ostrom,      Major Works of Oliver E. Williamson     Resources on Oliver Williamson All rights reserved, Gonçalo L. Fonseca"
Edwin Bidwell Wilson, 1879-1964,https://www.hetwebsite.net/het/profiles/ebwilson.htm,"  Edwin Bildwell Wilson was a famous mathematician, physicist and statistician, with only an amateur's interest in economics.  Originating from Connectiuct, E.B. Wilson obtained his B.A. at  Harvard in 1899, and promptly enrolled in graduate study under J. Willard Gibbs at  Yale, receiving his Ph.D in 1901.  Wilson compiled his lecture notes from Gibbs's class to compose his highly popular Vector Analysis, which was instrumental in the popularization of vector analysis and calculus. Although appointed instructor in mathematics at Yale already by 1900, Wilson took a leave for a year to study at the ENS in Paris. E.B.    Wilson moved to .M.I.T. in 1907,  where he developed his research in mathematical physics and aeronautics.  Wilson became professor of mathematics by 1911 and professor mathematical physics by 1917 at M.I.T. His interest shifting towards statistics, E.B. Wilson moved to Harvard in 1922, taking up a position as professor of vital statistics and the Harvard School of Public Health.  where his interest shifted towards statistics.  Schumpeter and Leontief tapped him to teach ""modern"" mathematics and statistics at the economics department.  E.B. Wilson has been credited amply by Paul Samuelson as one of his most important influences at Harvard.  . E.B. Wilson's interest in economics, mostly in Pareto and the Lausanne School and his recurrent methodological forays in favor of mathematical economics, led him to be elected to the first council of the Econometric Society.        Major Works of E.B. Wilson   Resources on E.B. Wilson   All rights reserved, Gonçalo L. Fonseca"
Robert B. Wilson, 1937-,https://www.hetwebsite.net/het/profiles/wilson.htm," Economic theorist at Stanford..      Major Works of Robert B. Wilson     Resources on Robert Wilson   All rights reserved, Gonçalo L. Fonseca"
Thomas Wilson, 1525-1581.,https://www.hetwebsite.net/het/profiles/thomaswilson.htm,"16th Century Tudor state official, Protestant humanist, logician and rhetorician. Educated at King's College, Cambridge. receiving his M.A. in 1549, and went on to serve as  tutor in the household of the Duchess of Suffolk, and coming into the circle of John Dudley (Earl of Warwick, future Duke of Northumberland).  He rose in status when Dudley seized control of the regency for young Edward VI away from Somerset in 1549.  Thomas Wilson fled England in 1553, after he was implicated in Northumberland's failed coup to keep the Catholic queen Mary I from ascending to the throne. Wilson spent most of exile residing in northern Italy (notably Ferrara and Padua.  Wilson returned to England after 1560, and became an Elizabethan official, judge in the Court of Requests and privy councilor.  He would serve as a diplomat to Portugal and the Netherlands.  Thomas Wilson is best known to economist for his Discourse on Usury (pub. 1572, but written years earlier).  Wilson sets out the issue of usury in the manner of a dialogue between a parson, a doctor, a lawyer and a merchant. Wilson defends the religious laws against usury, categorically declaring it sinful.  Although the protagonists agree, they make note that ""trade is one thing, religion another"". Wilson goes on to consider various other economic issues of the day, condemning commerce, the Fuggers, the Antwerp exchange, enclosures, the sturdy beggar, etc. as endangering the stability and welfare of the kingdom.  In that respect, Wislon's Discourse is a one of the first tracts against creeping capitalism that goes beyond religious strictures.      Major Works of Thomas Wilson     Resources on Thomas Wilson   All rights reserved, Gonçalo L. Fonseca"
Gerrard Winstanley, 1609-1676.,https://www.hetwebsite.net/het/profiles/winstanley.htm," English Protestant merchant, divine and early proponent of Christian communism.  Winstanley was a leader of ultra-egalitarian ""Diggers"" movement that sprung up briefly in the anarchy of republican England in 1649-51.  A merchant ruined by the Civil Wars, Gerrard Winstanley took to the pen in 1648 and authored a series of tracts, most notably the New Law of Righteousness, published in early 1649  Drawing extensively on the Bible, particularly the New Testament, Winstanley decried the enclosures, declared private property to be contrary to Christian teachings, or, at any rate, a ""foreign"" innovation introduced by Normans, contravening the ancient rights of Englishmen.  In 1649, Winstanley organized the Diggers movement - or, as they called themselves, the ""True Levellers"" (in contrast with John Lilburne's army-based Leveller movement).  In April 1649, a group of Diggers led by Winstanley occupied common land on St. George's Hill in Weybridge, Surrey, which they proceeded to plant and distribute food freely, inviting others to join them (from which were issued the two Digger manifestoes). The Diggers envisioned tearing down social hierarchy and economic inequality by pursuing a rural idyll of agrarian communism, without property, prices, wages or commercial exchange.  The commune was attacked by local landlords, hit with lawsuits and finally broken up by the army by August 1649.  Further occupations were attempted elsewhere. But the opposition of local landlords was stiff and by 1651, all the remaining Digger communes, never very large to begin with, had dissolved.  Winstanley's Law of Freedom, his final attempt to appeal to Oliver Cromwell to institute the Digger philosophy in the Commonwealth, gives the most extensive account of the utopian Digger vision. Winstanley later briefly joined up with the Quakers and eventually resumed business in London.      Major Works of Gerrard Winstanley     Resources on Gerrard Winstanley   All rights reserved, Gonçalo L. Fonseca"
Sidney G. Winter, 1935-,https://www.hetwebsite.net/het/profiles/winter.htm,
Hermann Wold, 1908-1992,https://www.hetwebsite.net/het/profiles/wold.htm," Norwegian-born Swedisih econometrician and statistician whose work on time series and recursive systems is well known.  Herman Ole Andreas Wold is perhaps most famous for the ""Wold decomposition""  separating stationary time series into a deterministic component and  random component.  He introduced this theorem in his 1938 thesis at Stockholm University (Ragnar Frisch, one of the examiners, disputed it vigorously in the thesis defense). Wold stayed on at Stockholm University until 1942, when he was appointed professor of statistics at Uppsala, where he would remain until 1970, rounding off his career at Gothenburg. Hermann Wold's work on the methodology of econometrics, in particular the issue of causality and identification (e.g. 1954, 1956, 1963, 1982), are also important contributions. One of Wold's best known pieces remains his 1943-4 series of articles on ""Pure Demand Analysis"", which synthesizes and integrates the various strands of preference-based demand theory into the comprehensive Neoclassical theory we are familiar with today. Wold is also celebrated for have introduced the ""partial least squares"" (PLS) method in 1966.  Although its early applications were mostly in chemical sciences, it has since become part of the toolkit of social scientists.      Major Works of Herman Wold     Resources on Herman Wold   All rights reserved, Gonçalo L. Fonseca"
Mary Wollstonecraft, 1759-1797,https://www.hetwebsite.net/het/profiles/wollstonecraft.htm,
Leo Wolman, 1890-1961.,https://www.hetwebsite.net/het/profiles/wolman.htm,"Influential American Institutionalist labor economist, prominent expert on trade unions, and sat on several union boards.  Leo Wolman received his Ph.D. from Johns Hopkins in 1913.  He became one of the earliest faculty members at the New School for Social Research, joining in 1919.  Wolman became professor of economics at Columbia in 1931.  Wolman was part of the research staff of the NBER from the 1920s, authoring several NBER studies on labor unions.  Wolman served on various boards of the NRA during the New Deal.      Major Works of Leo Wolman     Resources on  Leo Wolman   All rights reserved, Gonçalo L. Fonseca"
Stuart Wood, 1853-1914.,https://www.hetwebsite.net/het/profiles/wood.htm,"A student of Charles Dunbar's at Harvard, Stuart Wood became the first person to receive a Ph.D. in the United States for an economics thesis (albeit granted by the Dept. of Political Science).  In two essays (1888, 1889), Stuart Wood is credited (by Stigler among others) for having independently discovered the marginal productivity theory of distribution and introduced the concept of marginal rates of substitution between factors of production.       Major Works of Stuart Wood     Resources on Stuart Wood   All rights reserved, Gonçalo L. Fonseca"
Elmer Joseph Working, 1900- 1968.,https://www.hetwebsite.net/het/profiles/working.htm#elmer," The two brothers, Holbrook Working and Elmer Joseph Working, were both distinguished statisticians who made seminal contributions to the early development of econometrics. Holbrook Working, 1895-1985. Originating from Colorado, the elder brother Holbrook Working obtained his M.A. at Cornell, and went on to receive a Ph.D. in agricultural economics at Wisconsin.  After a period teaching at Minnesota, Working joined Stanford's Food Research Institute in 1925. Working's article on demand (1925 - which preceded that of Schultz), was one of the earliest demonstrations of the ""identification"" problem, albeit he saw it merely as a data problem and not a theoretical one. His early sympathy with the work of Slutsky and the ""probability approach"" was also prescient. Perhaps his greater claim to fame is in the theory of finance where Holbrook Working advanced theories on futures markets and hedging. In particular, Working challenged Keynes's (1923, 1930) view that hedgers on futures markets paid a risk premium to speculators in order to divest themselves of all risk. Working (1953, 1962) claimed that hedgers still bear risk - but of a different type, namely quantity risk. Thus hedging, in Working's view, was merely a way of arbitraging between two markets - the spot and the futures. Elmer Joseph Working, 1900-1968. The real discoverer of true nature of the ""identification"" problem in econometrics and the first to suggest that the solution to it is at least partly theoretical. His specific suggestion was that theory be used to pre-adjust the data. Working's survey of statistical studies of demand (1934) is authoritative and prescient in recognizing the importance of econometrics for both economic theory and policy.          Resources on the Working Brothers   All rights reserved, Gonçalo L. Fonseca"
Holbrook Working, 1895- 1985.,https://www.hetwebsite.net/het/profiles/working.htm," The two brothers, Holbrook Working and Elmer Joseph Working, were both distinguished statisticians who made seminal contributions to the early development of econometrics. Holbrook Working, 1895-1985. Originating from Colorado, the elder brother Holbrook Working obtained his M.A. at Cornell, and went on to receive a Ph.D. in agricultural economics at Wisconsin.  After a period teaching at Minnesota, Working joined Stanford's Food Research Institute in 1925. Working's article on demand (1925 - which preceded that of Schultz), was one of the earliest demonstrations of the ""identification"" problem, albeit he saw it merely as a data problem and not a theoretical one. His early sympathy with the work of Slutsky and the ""probability approach"" was also prescient. Perhaps his greater claim to fame is in the theory of finance where Holbrook Working advanced theories on futures markets and hedging. In particular, Working challenged Keynes's (1923, 1930) view that hedgers on futures markets paid a risk premium to speculators in order to divest themselves of all risk. Working (1953, 1962) claimed that hedgers still bear risk - but of a different type, namely quantity risk. Thus hedging, in Working's view, was merely a way of arbitraging between two markets - the spot and the futures. Elmer Joseph Working, 1900-1968. The real discoverer of true nature of the ""identification"" problem in econometrics and the first to suggest that the solution to it is at least partly theoretical. His specific suggestion was that theory be used to pre-adjust the data. Working's survey of statistical studies of demand (1934) is authoritative and prescient in recognizing the importance of econometrics for both economic theory and policy.          Resources on the Working Brothers   All rights reserved, Gonçalo L. Fonseca"
Carroll D. Wright, 1840-1909,https://www.hetwebsite.net/het/profiles/wright.htm," American statistician at the Bureau of Labor, and later professor of economics at Clark University in Massachusetts.      Major Works of Carroll D. Wright     Resources on Carroll D. Wright All rights reserved, Gonçalo L. Fonseca"
Frieda Wunderlich, 1899-1965,https://www.hetwebsite.net/het/profiles/wunderlich.htm,"German labor economist at the New School for Social Research.  Frieda Wunderlich studied at Berlin and Freiburg, obtaining her doctorate in the latter in 1919, going on to teach at Handelshochschule in Berlin.. Frieda Wunderlich was also an activist of the left-liberal German Democratic Party (DPP), publisher of the journal Soziale Praxis from 1923, and a member of the Prussian state parliament from 1930 to 1932.  From 1930, she was also taught economics and sociology at the Staatliches Berufspädagogisches Institut (State Vocational Institute) in Berlin. Of Jewish heritage, Wunderlich was promptly dismissed by the Nazis in 1933.  She emigrated the US later that same year, joining other German emigres at the New School for Social Research. In 1939, after the death of Lederer in 1939, Wunderlich was appointed dean of the Graduate Faculty, the first women to serve as a dean of a graduate school in a US university.      Major Works of Frieda Wunderlich     Resources on Frieda Wunderlich   All rights reserved, Gonçalo L. Fonseca"
Xenophon, 420?-355? BC.,https://www.hetwebsite.net/het/profiles/xenophon.htm," Ancient Athenian scholar, sometimes called the first economist.  Xenophon is regarded as one of the few primary contemporary sources on Socrates. Xenophon was an Athenian aristocrat by birth. In his early life, Xenophon was a  pupil of Socrates (whose character he records in the Memorabilia and the Apologia).  Xenophon's Symposium covers roughly the same ground as Plato's dialogue of the same name, albeit focusing more on the wit than the philosophy of love.   It is regarded by some as a parody of Plato's dialogue, or as a source of it inspiration. Xenophon was part of the famous Greek hoplite mercenary army (the ""Ten Thousand""), hired by the Persian prince Cyrus the Younger, then strap of Lydia, that set out in 401 BCE on a campaign to seize the throne of his elder brother, the great king Atarxerxes II of Persia.  The Greek mercenaries defeated the royal Persian army at the Battle of Cunaxa (near Babylon). However Cyrus was killed in action, leaving the Greek mercenaries stranded in the heart of Persian Mesopotamia without an employer. Deep in hostile lands, the Greek mercenary corps (who elected Xenophon as one of their commanders) had to make their way out the Persian empire and back home.   Xenophon gives a detailed account of the celebrated retreat in his Anabasis. Xenophon, an Athenian, grew familiar with Spartans in the ranks of this mercenary army.  So upon his return in 399, Xenophon set out once again, joining the Spartan campaigns against the Persians in Asia Minor. In the course of these campaigns, Xenophon became an intimate friend of the (Eurypontid) Spartan king Agesilaus II.  In 394, Xenophon returned to Greece and fought alongside the Spartans during the Corinthian War against his Athenian homeland. Exiled from Athens, Xenophon lived in Sparta for many years.  Xenophon's extensive familiarity of Sparta is captured in his reflections on the Spartan king Agesilaus, and his Polity, discussing the laws, institutions and education of Spartan citizens.  In 386, Xenophon moved to the Spartan town of Scillus (near Ellis, western Peloponnesus).  He was expelled from Scillus by the Eleans in 371, and took up residence in Corinth. Around 369, Athens repealed his exile, but Xenophon elected to remain in Corinth until his death.  Xenophon's Economics is essentially a manual of household management, presented as a Socratic dialogue.  The principles are articulated by Socrates as what he heard from a landlord-farmer named Ischomachus.  Xenophon's Revenues is not a dialogue, but a tract proposing some solutions to the problem of poverty in Athens without imposing too harshly on its tributary allies . Xenophon authored a couple of other practical instruction manuals, including On Horsemanship (on raising horses) and Cynegeticus (on hunting). The Memorabilia is frequently cited as his best work (it includes a rare sketch of Aristippus). More reflections on politics can be found in Hiero (a dialogue on tyranny), Cyropaedia (a fictional account of the optimal education of a ideal ruler) and the Cavalry General (on the Athenian hipparch).  Xenophon also wrote the Hellenica, a narrative history of Greece from the point that Thucydides had left off (411) to the battle of Mantinea (362), where Xenophon's son, Gryllus, was slain.  Xenophon died around 355/54 in Corinth.      Major Works of Xenophon     Resources on Xenophon   All rights reserved, Gonçalo L. Fonseca"
Menachem E. Yaari, 1935-,https://www.hetwebsite.net/het/profiles/yaari.htm,"  Israeli mathematical economist, with significant contributions to uncertainty theory and growth theory.      Major Works of Menachem Yaari     Resources on Menachem Yaari   All rights reserved, Gonçalo L. Fonseca"
Theodore O. Yntema, 1900-1985,https://www.hetwebsite.net/het/profiles/yntema.htm," A student of Henry Schultz's at Chicago, Theodore Otte Yntema's  dissertation (1932) proved instrumental to the theory of international trade.  Yntema was an instructor in statistics at  Chicago since 1923, and subsequently moved to Chicago Business School in 1930. Theodore O. Yntema was the first research director of the Cowles Commission from 1937 to 1943. In 1949, he joined the finance department at Ford Motor Corp.      Major Works of Theodore O. Yntema     Resources on  Theodore Yntema   All rights reserved, Gonçalo L. Fonseca"
Yves Younes, 1937-1996,https://www.hetwebsite.net/het/profiles/younes.htm,"     Major works of Yves Younès     Resources on Yves Younès   All rights reserved, Gonçalo L. Fonseca"
Allyn A. Young, 1876-1929.,https://www.hetwebsite.net/het/profiles/young.htm,"American economist. Born in Kenton, Ohio, the son of schoolteachers, and raised on the South Dakota frontier. Allyn Abbot Young was educated at Hiram College in Ohio, earning his BA in 1894.  After a few years working as a printer, Young enrolled at the University of Wisconsin to study under Richard T. Ely, obtaining his Ph.D at  in 1902 . Young subsequently took a string of posts, starting with the US Census Bureau in 1900, then Case Western Reserve in 1902.  He moved on to Dartmouth in 1904 and then Stanford, where was head of the economics department from 1906.  In 1911, Young became professor of economics at Washington University (St. Louis) before moving, in 1913, to Cornell, then a bastion of Neoclassicism (Frank Knight was among his students there).  War-related activities kept him Washington and New York in 1917-18.   In 1920, Young joined the faculty at Harvard University and quickly became the shining star of the department. Edward H. Chamberlin was among his students.  A popular lecturer, Young had heavy teaching and supervisory burdens and thus his research suffered accordingly.   Nonetheless, much of Young's ideas are hidden in other forms, notably in several textbooks (Young revised later editions of  Ely's famous Outlines).  Young also produced a massive stream of book reviews for the AER and other American journals, some of which became quite seminal  (e.g. his reviews of Jevons, Wicksteed, etc).  In 1927, Young ""escaped"" to London and took up the reigns of the economics department at the London School of Economics from Edwin Cannan.    Young's best-known contribution to economics is his 1928 essay on increasing returns and growth, resurrecting Adam Smith's pet theory. Although ignored in his day, it was heavily influential on Young's student at the LSE, Nicholas Kaldor.  It is often regarded as one of the precursor to endogenous growth theory.   After his untimely death from influenza in 1929, Young's shoes at the LSE were filled by his successor, Lionel Robbins.      Major works of Allyn A. Young     Resources on Allyn Young   All rights reserved, Gonçalo L. Fonseca"
Arthur Young, 1741-1820,https://www.hetwebsite.net/het/profiles/arthuryoung.htm," English farmer, journalist and agricultural economist.  Arthur Young was born the son of a clergyman, the rector of Bradfield, near Bury St. Edmunds in rural Suffolk, to a well-connected political family.  After a period of schooling in Lavenham, young Arthur was apprenticed to a wine merchant in Lynn and groomed for a career in commerce. He showed an early aptitude for literary career, publishing a couple of political tracts on the Seven Years' War and novels while still in his teens. After his father's death and at his mother's urging, Arthur Young, moved back to his family estates at Bradfield, near Bury St. Edmunds in Suffolk, and tried his hand at farming.  In 1767, Young moved on to Hertfordshire to set up his own farm.   It was around this time that Young got interested in the new methods of farming to increase yields.  As one of his biographers quips, Young's writings ""produced more private losses and more public benefit than those of any other author"" (p.190) Starting in late 1764, Arthur Young began publishing articles on farming in the Museum Rusticum et Commerciale, a short-lived journal of the time.  These were republished and expanded in his Farmer's Letters (1767).  Young became a proponent of the ""scientific"" agriculture, advertising new methods such as crop rotation, nitrogen-fixing, new implements, selective breeding, etc. He gathered much of what he learnt from his travels around England (his observations were duly reported in his 1768-1771 publications).  He combined his enthusiasm for these novel techniques with more general observations about farm management, urging the landed gentry of England to become more ""commerce-minded"" about their estates.  His 1774 Political Arithmetic was an attempt at a more general economic treatise.  Paradoxically, Young was himself never quite a success at farming and so, to supplement his income, he became a journalist for the Morning Post in 1773, reporting on Parliamentary debates.  Yet that did not stop his promotion of agrarian innovation. His works were widely translated and his fame such that he was dispensing farming advice to such figures as the American president George Washington and the British King George III.   In 1780, Young published his Tour of Ireland, similar to his earlier English tours, but, this time, also an indictment of government policy.  He denounced the Catholic penal laws and British commercial restrictions that kept Irish agriculture in a penurious state.  In 1784, Young founded the Annals of Agriculture, a journal for like-minded agricultural reformers like himself (and others besides -- Jeremy Bentham published many of his papers here; so did ""farmer"" George III).  In 1788-1790, Young happened to be traveling through France and observed the French Revolution first-hand.  In his 1792 travelogue, Young identified how the dismal condition of French agriculture had made the Ancien regime unsustainable.  His work speaks ominously of rural violence brought about by unemployment,  absenteeism, and the concentration of property-ownership -- lessons, he thought, Britain ought to heed.  In 1793, Young was appointed secretary to the British Board of Agriculture under Sir John Sinclair, a new government institution designed to promote ""scientific agriculture"".  Under Sinclair and Young, the Board conducted a series of extensive surveys of English counties.. Arthur Young's legacy is mixed.  Certainly, his extensive travelogues and surveys have left economic historians with a lot of invaluable data.  But the extent to which he was actually responsible (or involved) in the ""Agricultural Revolution"" in England is a bit more debatable.  Many of the recommendations he made were suspect or outright folly.  For all his careful county-by-county accounts, Young was apt to be so enthralled by any new method or institution to recommend its application across Britain, often with little regard for local differences in soil, climate and economy.  Indeed, some have claimed that the agricultural revolution happened in spite of, rather than because of, Arthur Young.  Young was first and foremost a journalist, not a farmer-scientist of the caliber of James Anderson. But it is precisely as a chronicler of the Agricultural Revolution that Young is most valuable.      Major Works of Arthur Young HET Resources on Arthur Young Contemporary Modern All rights reserved, Gonçalo L. Fonseca"
George Udny Yule, 1871-1951.,https://www.hetwebsite.net/het/profiles/yule.htm," .      Major Works of G. Udny Yule     Resources on G. Udny Yule   All rights reserved, Gonçalo L. Fonseca"
William R. Zame, 1945-,https://www.hetwebsite.net/het/profiles/zame.htm,"Mathematical economist and general equilibrium theorist at UCLA.      Major Works of William R. Zame     Resources on William Zame   All rights reserved, Gonçalo L. Fonseca"
Ernest Zermelo, 1871-1953,https://www.hetwebsite.net/het/schools/game.htm#zermelo," Game Theory has emerged recently as a powerful challenger to the conventional method of examining economics. Although many illustrious predecessors worked on problems in what can be called ""game theory"", the fundamental, formal conception of game theory as part and parcel of economic theory were first organized in John von Neumann and Oskar Morgenstern's 1944 classic, Theory of Games and Economic Behavior (1944).  The main purpose of game theory is to consider situations where instead of agents making decisions as reactions to exogenous prices (""dead variables""), their decisions are strategic reactions to other agents actions (""live variables""). An agent is faced with a set of moves he can play and will form a strategy, a best response to his environment, which he will play by. Strategies can be either ""pure"" (i.e. play a particular move) or ""mixed"" (random play). A "" Nash Equilibrium"" will be reached when each agent's actions begets a reaction by all the other agents which, in turn, begets the same initial action. In other words, the best responses of all players are in accordance with each other. Game Theory can be roughly divided into two broad areas: non-cooperative (or strategic) games and co-operative (or coalitional) games. The meaning of these terms are self evident, although John Nash claimed that one should be able to reduce all co-operative games into some non-cooperative form. This position is what is known as the ""Nash Programme"". Within the non-cooperative literature, a distinction can also be made between ""normal"" form games (static) and ""extensive"" form games (dynamic). John von Neumann and Oskar Morgenstern (1944) introduced the strategic normal game, strategic extensive game, the concept of pure/mixed strategies, coalitional games as well as the axiomatization of expected utility theory, which was so useful for economics under uncertainty. They employed the ""maximin"" solution concept derived earlier by John von Neumann (1928) to solve simple strategic, zero-sum normal games.  In 1950, John Nash introduced the concept of a ""Nash Equilibrium"" (NE), which became the organizing concept under Game Theory -- even though the concept actually stretched as far back as Cournot (1838). Nash followed this up in 1951 with the concept of a ""Nash Bargaining Solution"" (NBS) for coalitional games. Then the floodgates opened for the refinement of Nash Equilibrium. In the field of non-cooperative games, R. Duncan Luce and Howard Raiffa (1957) provided the first popular textbook on game theory and, in it, they formalized the idea of the Iterated Elimination of Dominated Strategies (IEDS) method for Strategic Normal Games and introduced the concept of ""Repeated Game"" (static games which are played several times over). H.W. Kuhn (1953) introduced extensive games with ""imperfect information"" (i.e. where one does not know what moves have already been played by other players). William Vickrey (1961) provided the first formalization of ""auctions"". Reinhard Selten (1965) developed the concept of a ""Subgame Perfect Equilibrium"" (SPE) (i.e. elimination by backward induction) as a refined solution for extensive form games. John C. Harsanyi (1967-8) developed the concept of a ""Bayesian Nash Equilibrium"" (BNE) for Bayesian games (i.e. games with incomplete information - where there is some uncertainty surrounding moves, or where ""nature"" plays as well.) In coalitional (co-operative) games further refinements also occurred. Lloyd Shapley (1953) introduced the concept of the ""Shapley Value"" and the ""Core"" (which had been originally conceived by F.Y. Edgeworth (1881)) as solutions to Coalitional Games. Throughout the early 1960s, Robert J. Aumann and Martin Shubik began to apply cooperative game theory extensively throughout economics (e.g. industrial organization, general equilibrium, monetary theory, etc.), and, in the process, went on to invent several solution concepts for coalitional games (e.g. Bargaining Set, Strong Equilibrium), ""large games"" with infinite players and early statements of the ""Folk Theorems"" (solution concepts for Repeated Games). David Schmeidler (1969) developed the ""Nucleolus"" solution for coalitional games. Further developments emerged in the 1970s. John C. Harsanyi (1973) provided a remarkably insightful new interpretation of the concept of a ""mixed strategy"". Robert J. Aumann (1974) defined ""Correlated Equilibrium"" for Bayesian Games while Reinhard Selten (1975) introduced ""Trembling Hand Equilibrium"" for Bayesian Games. Further definitions came: Robert J. Aumann (1976) formally defined the concept of ""Common Knowledge"", opening a floodgate of literature, while B.D. Bernheim and D.G. Pearce (1984) formalized the concept of ""rationalizability"". Advancements continued apace: David M. Kreps and Robert Wilson (1982) introduced the concept of ""Sequential Equilibrium"" (SEQE) for extensive games with imperfect information.   Ariel Rubinstein (1982), following an early insight by Frederik Zeuthen (1930), transformed the co-operative Nash Bargaining Solution (NBS) into a non-cooperative strategic extensive game of sequential bargaining. Elon Kohlberg and Jean-François Mertens (1986) developed the concept of ""Forward Induction"" for extensive games. Drew Fudenberg and E.S. Maskin (1986) developed one of the more famous ""Perfect Folk Theorems"" for infinitely repeated games. Finally, J.C. Harsanyi and R.Selten (1988) developed the idea of ""equilibrium selection"" for any type of game while D. Fudenberg and Jean Tirole (1991) developed the ""Bayesian Perfect Equilibrium"" (BPE) for Extensive Bayesian Games . Evolutionary game theory started its development slightly later.  Its objective is to apply the concepts of non-cooperative game theory to explain such phenomena which are often thought to be the result of cooperation or human design - i.e. ""institutions"" and ""conventions"" such as market formation, price mechanisms, social rules of conduct, money and credit, etc. One of the earliest exponents of the theory of evolutionary games was Thomas C. Schelling (1960, 1981) who argued that apparently ""cooperative"" social institutions (in this case, settlements to conflicts) are maintained by essentially by ""threats"" of punishment and retaliation  This has been followed up particularly in the 1990s.. Several Nobel Prizes have been awarded to some of major figures of Game Theory: the Nobel was shared by John Nash, J.C. Harsanyi and R. Selten in 1994 and William Vickrey and James Mirrlees in 1996. Herbert Simon won the Nobel in 1979 for concepts (e.g. bounded rationality) which have since been incorporated into the corpus of (Evolutionary) Game Theory.      Predecessors Pioneers The Modern Generation in Game Theory Evolutionary Games Resources on Game Theory   All rights reserved, Gonçalo L. Fonseca"
Frederik Zeuthen, 1888-1959.,https://www.hetwebsite.net/het/profiles/zeuthen.htm,"Frederik Ludvig Bang Zeuthen was a Danish Walrasian economist at Copenhagen.      Major works of Frederik Zeuthen     Resources on Zeuthen   All rights reserved, Gonçalo L. Fonseca"
Georg Heinrich Zincke, 1692-1768,https://www.hetwebsite.net/het/profiles/zincke.htm," German Neo-Cameralist. A German preacher's son, Georg Heinrich Zincke left school at any early age to join the army.  He fought in the War of Spanish Succession, was captured in 1709 and taken as a prisoner to France.  After escaping from a P.O.W. camp,  Zincke made his way to Jena  to pursue a course of studies in theology and law, obtaining a master's degree in 1713.  After a brief employment with a noble family, he proceeded to Erfurt, where he set himself up as a teacher and preacher.  He also lectured and took courses at the University of Halle.   G.H. Zincke obtained his Dr. Juris. at Erfurt in 1720 and became a lawyer and government official in Halle.  In 1731, he proceeded to take up a position as Hofrath with the Duke of Saxe-Weimar.  But Zincke's administrative improprieties resulted in his arrest and imprisonment for three years.   After his release, the wretched Zincke was taken up by Duke Christian in Saalfeld.  In 1740, his health restored,  Zincke declined a position in St. Petersburg to become a lecturer at the University of Leipzig on law and Cameralistics.   He published several outlines of courses of lectures (1742).  Zincke also founded and edited a cameralistics journal (Leipziger Sammlungen), which ran from 1744 until 1767. In 1745, Zincke left his academic perch in Leipzig to take up a position as professor and curator of the new Collegium Carolinum in Brunswick.  Although with grand title and position there, Zincke did not have as much administrative control over the institution as he had hoped.  He continued lecturing at the school and a position in the service of Brunswick-Lüneburg.  During this period, G.H. Zincke produced his Cameralisten Bibliothek (1751), a  monumental bibliography of Cameralist works, and his introductory Anfangsgründe (1755)      Major Works of Georg Heinrich Zincke     Resources on  G.H. Zincke   All rights reserved, Gonçalo L. Fonseca"
